time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010449000000	19.2518	16.3827	4.6754	2.09467	0.569438	lidar	0.692016	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0.054129	0.0915194	0.590393	0.399973
1477010449050000	19.1341	16.5794	4.66859	2.12418	0.573137	radar	0.27515	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.0540048	0.0915769	0.587996	0.398706
1477010449100000	19.0041	16.7893	4.69012	2.15247	0.572011	lidar	0.138165	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.0538456	0.0916038	0.585638	0.397401
1477010449150000	18.8463	16.9803	4.70594	2.21832	0.663563	radar	6.312	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	0.0536282	0.0917369	0.583615	0.396545
1477010449200000	18.6717	17.2147	4.79505	2.25336	0.662679	lidar	1.84959	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	0.0535482	0.0915952	0.581892	0.395493
1477010449250000	18.5716	17.4211	4.77195	2.22618	0.526687	radar	6.21913	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	0.0533362	0.0913933	0.579617	0.394005
1477010449300000	18.3582	17.6129	4.83323	2.27334	0.547915	lidar	3.80534	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	0.053516	0.0911941	0.577563	0.392566
1477010449350000	18.2218	17.8056	4.82437	2.27175	0.479452	radar	2.08931	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	0.0535663	0.0909727	0.575335	0.391036
1477010449400000	18.0922	17.9926	4.80524	2.28582	0.469018	lidar	0.89479	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.053445	0.090738	0.573101	0.389518
1477010449450000	17.9154	18.1459	4.78966	2.33451	0.524062	radar	2.22923	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	0.053432	0.0906514	0.570926	0.388084
1477010449500000	17.7855	18.289	4.71978	2.35523	0.51986	lidar	1.10506	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	0.0532486	0.0908187	0.568743	0.386722
1477010449550000	17.6522	18.4702	4.70363	2.36119	0.487641	radar	6.54515	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	0.0530719	0.0908874	0.566639	0.38528
1477010449600000	17.4585	18.6526	4.75094	2.38831	0.489465	lidar	0.485308	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.0528721	0.090829	0.564527	0.383831
1477010449650000	17.2772	18.7928	4.73565	2.42696	0.519652	radar	1.85973	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	0.0526755	0.0909289	0.562425	0.382437
1477010449700000	17.1166	18.9298	4.69652	2.45123	0.518716	lidar	0.325435	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0.0525037	0.0912013	0.560378	0.381077
1477010449750000	16.9492	19.1002	4.70468	2.46242	0.493929	radar	2.9658	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	0.0524115	0.0912919	0.558411	0.379675
1477010449800000	16.7324	19.216	4.70703	2.5037	0.512513	lidar	2.76191	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	0.0522304	0.0916631	0.556413	0.378323
1477010449850000	16.542	19.369	4.72527	2.52925	0.519956	radar	3.24819	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	0.0520607	0.0919038	0.554429	0.376968
1477010449900000	16.317	19.5305	4.7894	2.55483	0.517724	lidar	0.860723	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0.051879	0.0919203	0.552436	0.37561
1477010449950000	16.0938	19.6126	4.77064	2.60994	0.569104	radar	10.1124	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	0.0517551	0.0923739	0.550463	0.374415
1477010450000000	15.8882	19.7564	4.79466	2.63026	0.559305	lidar	0.767731	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0.0516308	0.092622	0.548512	0.373157
