time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	yaw_ground_truth	yaw_rate_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010448800000	19.5582	15.2082	4.51406	1.97381	0.697267	lidar	0	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	1.95504	0.547223	0.229086	0.166971	0.637513	0.262013
1477010448850000	19.4735	15.5287	4.41178	2.0089	0.647011	radar	1.30263	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	1.98241	0.547873	0.228172	0.168414	0.634823	0.263574
1477010448900000	19.4735	15.5287	4.41178	2.0089	0.647011	lidar	0	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	2.0098	0.548437	0.227245	0.174107	0.632341	0.264438
1477010448950000	19.2908	15.9362	4.40929	2.04007	0.563486	radar	1.17267	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	2.03722	0.548915	0.226319	0.175805	0.629881	0.265332
1477010449000000	19.2908	15.9362	4.40929	2.04007	0.563486	lidar	0	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	2.06467	0.549305	0.225488	0.181627	0.627796	0.265588
1477010449050000	19.1149	16.307	4.38915	2.09624	0.577201	radar	0.646847	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	2.09213	0.549609	0.224567	0.183968	0.625453	0.266562
1477010449100000	19.1149	16.307	4.38915	2.09624	0.577201	lidar	0	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	2.11961	0.549826	0.224004	0.190466	0.623502	0.266835
1477010449150000	18.8083	16.782	4.50692	2.21065	0.714597	radar	9.0746	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	2.1471	0.549957	0.223127	0.191666	0.62102	0.268287
1477010449200000	18.8083	16.782	4.50692	2.21065	0.714597	lidar	0	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	2.1746	0.55	0.222392	0.196161	0.618538	0.268896
1477010449250000	18.6473	17.1172	4.40443	2.19483	0.521773	radar	5.62638	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	2.2021	0.549957	0.221601	0.198069	0.616512	0.269161
1477010449300000	18.6473	17.1172	4.40443	2.19483	0.521773	lidar	0	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	2.2296	0.549826	0.22156	0.203381	0.614934	0.268818
1477010449350000	18.3833	17.487	4.4152	2.22282	0.457776	radar	0.741411	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	2.25709	0.549609	0.220877	0.205275	0.613366	0.268374
1477010449400000	18.3833	17.487	4.4152	2.22282	0.457776	lidar	0	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	2.28457	0.549305	0.221175	0.210302	0.612349	0.267539
1477010449450000	18.1189	17.7627	4.36316	2.30463	0.551721	radar	1.59577	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	2.31204	0.548915	0.220724	0.213373	0.610634	0.267818
1477010449500000	18.1189	17.7627	4.36316	2.30463	0.551721	lidar	0	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	2.33948	0.548437	0.221609	0.219718	0.609386	0.267435
1477010449550000	17.9509	18.0613	4.29388	2.33085	0.521498	radar	6.72831	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	2.3669	0.547873	0.222491	0.223313	0.608474	0.26729
1477010449600000	17.9509	18.0613	4.29388	2.33085	0.521498	lidar	0	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	2.3943	0.547223	0.225712	0.230022	0.608163	0.266613
1477010449650000	17.6601	18.3174	4.26145	2.40198	0.569412	radar	0.561698	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	2.42166	0.546486	0.227239	0.234552	0.607218	0.266844
