time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010447000000	19.0644	7.28688	5.0679	0.935608	0.333639	lidar	0.954653	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	0.112558	0.110492	0.782832	0.479754
1477010447050000	19.1755	7.50675	5.05803	0.965544	0.34577	radar	10.168	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.114364	0.110119	0.779561	0.476943
1477010447100000	19.2691	7.75804	5.05627	0.999588	0.357174	lidar	4.20037	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0.115557	0.110129	0.776088	0.474101
1477010447150000	19.3915	7.97487	5.05258	1.02199	0.361641	radar	1.55608	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.116872	0.110138	0.772727	0.471301
1477010447200000	19.4734	8.20572	5.0423	1.05192	0.370389	lidar	6.12249	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	0.117648	0.110291	0.769261	0.468532
1477010447250000	19.5741	8.42915	5.03624	1.07654	0.375688	radar	4.59527	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.118355	0.110462	0.765844	0.465805
1477010447300000	19.6652	8.6234	5.0175	1.09611	0.377706	lidar	9.70909	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	0.118932	0.110292	0.762573	0.463136
1477010447350000	19.7579	8.85182	5.01254	1.12253	0.385066	radar	3.58482	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.119498	0.110148	0.759313	0.460503
1477010447400000	19.895	9.04467	5.008	1.13014	0.377625	lidar	1.9629	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	0.120922	0.109723	0.756592	0.457938
1477010447450000	19.9719	9.2838	5.0042	1.15998	0.387581	radar	4.22685	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.122219	0.109367	0.753773	0.455396
1477010447500000	20.0853	9.50183	5.00345	1.17418	0.384174	lidar	0.384028	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	0.12424	0.108929	0.751348	0.452901
1477010447550000	20.1401	9.74599	4.99755	1.20819	0.397615	radar	7.93681	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.125886	0.108568	0.748683	0.450433
1477010447600000	20.2203	9.97532	4.99394	1.22878	0.3984	lidar	0.40543	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.127811	0.108177	0.746206	0.448005
1477010447650000	20.276	10.2256	4.9937	1.25735	0.404917	radar	7.66781	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.129631	0.107891	0.743676	0.445619
1477010447700000	20.3227	10.4745	4.99189	1.2853	0.410221	lidar	1.28332	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0.131294	0.107702	0.741113	0.44328
