time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010445450000	13.0329	2.35307	6.69648	0.686418	1.65473	radar	1.55203	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	0.0741077	0.119743	1.34165	1.18294
1477010445500000	13.2124	2.46397	6.0157	0.650943	1.19249	lidar	1.30199	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	0.0734707	0.118637	1.32868	1.19136
1477010445550000	13.3395	2.77322	6.43555	0.938175	2.19372	radar	5.39512	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.0749176	0.121844	1.32006	1.2523
1477010445600000	13.6833	2.6718	5.19166	0.462537	-0.472048	lidar	3.24601	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.0742265	0.120724	1.30765	1.24047
1477010445650000	13.9013	2.78476	5.3683	0.434423	-0.516164	radar	0.0914167	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.0735837	0.119634	1.29656	1.22896
1477010445700000	14.1422	2.91745	5.60573	0.433121	-0.377274	lidar	0.334839	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.072912	0.118639	1.28772	1.21774
1477010445750000	14.4091	2.99608	5.80065	0.339769	-0.734695	radar	0.335663	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	0.0725026	0.117578	1.2843	1.20888
1477010445800000	14.6071	2.96427	5.14761	0.120714	-1.60441	lidar	1.67174	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	0.0719349	0.118544	1.27705	1.22482
1477010445850000	14.8352	3.15992	5.45967	0.349484	-0.160008	radar	3.91893	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	0.0714711	0.118203	1.27079	1.21811
1477010445900000	15.0135	3.44289	5.3799	0.693203	1.3529	lidar	0.74467	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	0.070863	0.117405	1.26004	1.2117
1477010445950000	15.2309	3.67392	6.04987	0.824062	1.58888	radar	1.7278	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.0702778	0.117986	1.24953	1.22092
1477010446000000	15.4518	3.82777	5.93253	0.769541	0.995415	lidar	0.403734	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.0697521	0.11884	1.23936	1.22208
1477010446050000	15.6759	3.93161	5.63415	0.647093	0.133226	radar	1.45463	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.0693772	0.118892	1.23053	1.21374
1477010446100000	15.9134	4.01174	5.37046	0.508713	-0.464413	lidar	0.366997	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.0694852	0.118145	1.22377	1.20498
1477010446150000	16.1336	4.14032	5.0337	0.495131	-0.359346	radar	0.592738	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.070006	0.117286	1.2157	1.19847
1477010446200000	16.3075	4.39797	5.39323	0.707027	0.676857	lidar	0.399491	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.0700956	0.117567	1.20663	1.19008
1477010446250000	16.5335	4.55237	5.68665	0.673848	0.340978	radar	0.57817	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.070853	0.117764	1.19999	1.18176
1477010446300000	16.6879	4.70169	5.37766	0.672263	0.256673	lidar	0.496644	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.070916	0.11775	1.19237	1.17294
1477010446350000	16.8564	4.89046	4.98199	0.763189	0.70967	radar	0.393901	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	0.070744	0.118097	1.1836	1.16433
1477010446400000	16.9763	5.17374	5.40511	0.973886	1.45616	lidar	0.243447	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.0702309	0.121129	1.1769	1.16264
1477010446450000	17.1678	5.29004	5.27732	0.81796	0.300806	radar	1.87403	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	0.0697377	0.12252	1.16851	1.15507
1477010446500000	17.3122	5.45059	5.02998	0.787561	0.101301	lidar	0.0597577	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.0692841	0.123508	1.16032	1.14691
1477010446550000	17.4953	5.51976	4.62651	0.621778	-0.737509	radar	2.39527	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	0.0688057	0.122913	1.15321	1.14434
1477010446600000	17.6981	5.61823	4.69815	0.507712	-1.04254	lidar	0.49145	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	0.0684239	0.122084	1.14939	1.14862
1477010446650000	17.8763	5.75683	4.4447	0.520345	-0.715467	radar	0.551092	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.0681753	0.121494	1.14421	1.15525
1477010446700000	18.0283	6.07451	5.07045	0.854423	0.861524	lidar	1.68666	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0.0678858	0.120893	1.13685	1.14752
1477010446750000	18.1824	6.3108	5.61155	0.959881	1.0816	radar	0.904189	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.0676108	0.12069	1.12959	1.14271
1477010446800000	18.2448	6.642	6.0421	1.20199	1.84601	lidar	0.214782	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.0673572	0.122951	1.12545	1.15107
1477010446850000	18.3717	6.91186	6.45057	1.18907	1.16599	radar	0.196053	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.0672807	0.127057	1.11926	1.16495
1477010446900000	18.5621	6.86359	4.08604	0.912928	-0.100281	lidar	1.99315	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	0.0668628	0.126414	1.11247	1.16154
1477010446950000	18.707	7.08689	5.17537	0.912739	-0.203793	radar	0.552825	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.0664437	0.125898	1.10707	1.15428
1477010447000000	18.9629	7.16494	5.0531	0.628849	-1.54115	lidar	2.34856	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	0.0675237	0.125274	1.11357	1.15525
1477010447050000	19.0681	7.29576	4.15557	0.641066	-1.08929	radar	2.87805	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.0681573	0.125425	1.11114	1.16474
1477010447100000	19.0554	7.76362	4.75155	1.29653	2.01763	lidar	2.51773	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0.0677981	0.125321	1.11039	1.15807
1477010447150000	19.2014	7.92936	5.32499	1.07263	0.23066	radar	0.770105	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.0673983	0.124777	1.1043	1.15167
1477010447200000	19.2532	8.15961	5.1288	1.10503	0.231093	lidar	0.945208	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	0.0672161	0.124317	1.09796	1.14504
1477010447250000	19.3413	8.36272	5.27421	1.07541	-0.132814	radar	1.66012	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.0671894	0.123749	1.09285	1.13854
1477010447300000	19.4573	8.40206	4.16801	0.85651	-1.09709	lidar	1.62209	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	0.0669909	0.123785	1.09016	1.14117
1477010447350000	19.5877	8.53466	4.02643	0.773086	-1.2255	radar	0.110983	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.0666161	0.125299	1.09016	1.14952
1477010447400000	19.7735	8.76838	4.85309	0.784028	-0.853204	lidar	4.21838	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	0.0669253	0.126653	1.09992	1.14954
1477010447450000	19.8692	8.96349	4.23494	0.893436	-0.0824701	radar	1.04701	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.0674603	0.128663	1.09982	1.15151
1477010447500000	19.973	9.31157	5.27656	1.15298	0.99252	lidar	3.78586	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	0.0685265	0.128712	1.09617	1.14531
1477010447550000	20.0067	9.55817	5.26041	1.30567	1.41033	radar	1.16241	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.0689064	0.128618	1.09021	1.13982
1477010447600000	20.0589	9.84435	5.58037	1.38222	1.42371	lidar	0.852946	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.0691152	0.128122	1.08447	1.13651
1477010447650000	20.0565	10.2296	7.08317	1.48049	1.04867	radar	6.27534	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.0687997	0.12771	1.07969	1.15551
1477010447700000	20.1243	10.4746	6.36111	1.41941	0.612726	lidar	0.240117	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0.0685758	0.127358	1.07399	1.1601
1477010447750000	20.0968	10.7837	6.26069	1.54013	1.1437	radar	1.74354	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.068288	0.127729	1.07046	1.1639
1477010447800000	20.2143	10.9588	5.27123	1.41915	0.398219	lidar	1.91544	20.371	11.0109	20.1663	10.864	0.722256	4.7934	0.0681098	0.127433	1.06496	1.15866
1477010447850000	20.1832	11.3127	6.25196	1.53286	0.756943	radar	3.83264	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.067781	0.128519	1.06014	1.16188
1477010447900000	20.3003	11.4097	4.81194	1.32691	-0.384733	lidar	0.825826	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.0678483	0.128034	1.05704	1.15609
1477010447950000	20.2303	11.6633	4.45884	1.51986	0.841251	radar	6.70842	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.067528	0.127626	1.05181	1.1509
1477010448000000	20.3719	11.8086	4.0309	1.31319	-0.279431	lidar	4.75583	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	0.0680958	0.127007	1.04966	1.14894
1477010448050000	20.3904	12.0172	4.69231	1.30107	-0.489442	radar	1.97658	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.0688244	0.126488	1.05077	1.14371
1477010448100000	20.3136	12.4146	5.81596	1.5807	0.853644	lidar	0.916327	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.068623	0.126287	1.04566	1.14228
1477010448150000	20.2523	12.6742	5.65597	1.69392	1.18299	radar	1.11631	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.0683041	0.126246	1.04193	1.1394
1477010448200000	20.3285	12.8298	4.55842	1.60004	0.734309	lidar	2.21128	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	0.0683656	0.125694	1.03707	1.13425
1477010448250000	20.3584	13.0004	4.24778	1.53471	0.110118	radar	1.87385	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.0690684	0.125142	1.03365	1.13019
1477010448300000	20.294	13.2182	4.32819	1.58381	0.260352	lidar	0.721201	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.0691975	0.124672	1.02989	1.12578
1477010448350000	20.2603	13.4362	4.62334	1.59357	0.091329	radar	1.15872	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.0692903	0.124313	1.02657	1.12065
1477010448400000	20.2039	13.7728	5.48272	1.69035	0.520226	lidar	1.74892	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	0.0692026	0.123759	1.02195	1.11748
1477010448450000	20.1557	13.9939	5.03649	1.7407	0.78186	radar	0.650458	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.06908	0.123196	1.01732	1.11262
1477010448500000	20.0705	14.2841	5.46069	1.81259	0.924578	lidar	0.335833	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.0687903	0.122776	1.01301	1.10909
1477010448550000	19.9826	14.5299	5.5476	1.83078	0.562083	radar	1.28279	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	0.0684944	0.122418	1.00874	1.1061
1477010448600000	19.849	14.8097	5.80873	1.89058	0.662752	lidar	0.35242	19.781	14.773	19.934	14.6897	-1.30687	4.62805	0.0686579	0.122397	1.00545	1.10434
1477010448650000	19.79	15.0025	5.18081	1.84849	0.0912689	radar	3.14341	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	0.0687205	0.122103	1.00104	1.10011
1477010448700000	19.84	15.1297	4.06781	1.75766	-0.224337	lidar	2.42349	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	0.0685753	0.121583	0.999463	1.09651
1477010448750000	19.8069	15.2488	2.45429	1.85598	1.04461	radar	1.51857	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	0.0688707	0.121623	0.999368	1.10983
1477010448800000	19.7597	15.4228	2.89996	1.9324	1.23422	lidar	2.26744	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	0.0697325	0.122191	0.997663	1.11674
1477010448850000	19.7467	15.5226	3.04125	1.76698	-0.386447	radar	1.0804	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	0.0722503	0.124719	1.00093	1.11965
